path,provenance,lifecycle_status,disposition,comparable,comparability_reason,comparison_key,environment,observation_mode,seed,budget_train_steps,eval_every,eval_episodes,eval_metric,git_commit,git_dirty,config_sha256,manifest_run_id,train_step,best_score,best_step,stop_reason,checkpoint_count,checkpoint_bytes,run_bytes,frame_multiplier,frame_semantics
runs/free_bits_bench/easy_survival_st_normadv_h15_3k,legacy,incomplete,incomplete,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,DreamerEasySurvival-v0,vector,,3000,250,10,episode_reward,,,cf01bb552eafc04bf50249bb912c622f1b9177ef6c02bddd4ab23604e5d473e6,,,,,,0,0,10394,1,environment steps per recorded action
runs/free_bits_bench/easy_survival_st_normadv_h15_3k_v2,legacy,incomplete,incomplete,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,DreamerEasySurvival-v0,vector,,3000,250,10,episode_reward,,,cf01bb552eafc04bf50249bb912c622f1b9177ef6c02bddd4ab23604e5d473e6,,,,,,0,0,11593,1,environment steps per recorded action
runs/free_bits_bench/fast_st_v1,legacy,incomplete,incomplete,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,CartPole-v1,vector,,5000,1000,5,episode_reward,,,7b158edc51361f817e33d563ee3b83f1529b61c0c05e99f91d335a65a54b2f50,,,,,,0,0,13211,1,environment steps per recorded action
runs/free_bits_bench/hard_clamp_v1,legacy,legacy-complete,review,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,CartPole-v1,vector,,1500,500,3,episode_reward,,,4aeef28f9a26fd9a9d975be721bba62d9809dab32b54f6a9bc8f3d330b156424,,,,,,1,4917283,4931836,1,environment steps per recorded action
runs/free_bits_bench/st_lr3e4_warm1k_5k_v2,legacy,incomplete,incomplete,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,CartPole-v1,vector,,5000,1000,5,episode_reward,,,8169b7322b4a783a79ece706be88dcae9084afc86a448943eba4f58dd29ef92b,,,,,,0,0,18559,1,environment steps per recorded action
runs/free_bits_bench/st_normadv_wm3e4_actor1e5_ent3e3_warm1k_h15_5k,legacy,incomplete,incomplete,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,CartPole-v1,vector,,5000,1000,5,episode_reward,,,ad98fd01d3b3b28f447fb0276399a8a82799556616cc0c858435886395ce96d2,,,,,,0,0,22583,1,environment steps per recorded action
runs/free_bits_bench/st_normadv_wm3e4_actor3e5_ent1e3_warm1k_h15_6k,legacy,incomplete,incomplete,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,CartPole-v1,vector,,6000,1000,5,episode_reward,,,b269a38c277238690a581a1db23e5cfb4093d5e31d8603940f649d8aa3746773,,,,,,0,0,22854,1,environment steps per recorded action
runs/free_bits_bench/st_statefix_h50_actor3e5_ent1e3_warm1k_8k,legacy,incomplete,incomplete,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,CartPole-v1,vector,,8000,1000,5,episode_reward,,,13e0168dcfa38180e2a60bd2d3bab63d6738892e4017c59ccd369c56652d1daa,,,,,,0,0,22621,1,environment steps per recorded action
runs/free_bits_bench/st_statefix_wm3e4_actor1e5_ent1e2_warm1k_6k,legacy,legacy-complete,review,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,CartPole-v1,vector,,6000,1000,5,episode_reward,,,db3daf98c841ffe93f7199d3b16437e645561b604d8e5039a6923b49a8b2fa41,,,,,,1,16493219,16540960,1,environment steps per recorded action
runs/free_bits_bench/st_statefix_wm3e4_actor3e5_ent1e3_warm1k_5k,legacy,incomplete,incomplete,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,CartPole-v1,vector,,5000,1000,5,episode_reward,,,de1ffdabfea64fdf025c07414ef6ea44793aeff44f3efcf601c1c58ab0db5f2d,,,,,,0,0,25102,1,environment steps per recorded action
runs/free_bits_bench/st_wm3e4_actor3e5_ent1e3_warm1k_5k,legacy,incomplete,incomplete,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,CartPole-v1,vector,,5000,1000,5,episode_reward,,,f7d6ae47f6b4452344da72fcd59a8a0abcf137bbd7b63664a82d8755ec8b8c78,,,,,,0,0,24737,1,environment steps per recorded action
runs/free_bits_bench/straight_through_v3,legacy,legacy-complete,review,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,CartPole-v1,vector,,1500,500,3,episode_reward,,,e6027721d81b44c09a07afa0455118e47d6adde720a79f86b58d907a757befa7,,,,,,1,4917283,4931487,1,environment steps per recorded action
runs/long50k/cartpole_baseline_st_normadv_seed0_50k,legacy,legacy-complete,review,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,CartPole-v1,vector,0,50000,5000,10,episode_reward,,,ee250187724d8c04c9530d248816c64d74f1a1359510a1994b7e2ba9c7f60bc2,,,,,,11,197384977,198009704,1,environment steps per recorded action
runs/long50k/cartpole_priorstate1_seed0_50k,legacy,legacy-partial,review,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,CartPole-v1,vector,0,50000,5000,10,episode_reward,,,78800377444f9d8e55fcac13d9ecb93b435e0cb9ce1973c70a67f335b612b74c,,,,,,8,143553316,143831346,1,environment steps per recorded action
runs/long50k/cartpole_priorstate1_survival_h6_temp01_seed0_50k,legacy,legacy-partial,review,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,CartPole-v1,vector,0,50000,5000,10,episode_reward,,,3c83d70deb505cdb5de360632e44e4c4b8a3bfa1d730db015f3e9a8a82878ecc,,,,,,1,17944007,18037776,1,environment steps per recorded action
runs/long50k/cartpole_qcritic1_temp005_seed0_50k,legacy,legacy-partial,review,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,CartPole-v1,vector,0,50000,5000,10,episode_reward,,,f7eeee4bc3cc40340a3b6578475c1c4f2a004e1cbd8eb999c91962f58b1958c5,,,,,,1,19393547,19464504,1,environment steps per recorded action
runs/long50k/cartpole_survival_h6_temp01_seed0_50k,legacy,legacy-partial,review,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,CartPole-v1,vector,0,50000,5000,10,episode_reward,,,c482665cde22fb8b322c0c3508932f0a7b3cedc1f2fc2bcacbd8628be4f2f794,,,,,,5,89720755,90030247,1,environment steps per recorded action
runs/mpc_teacher/cartpole_mpc_survival_h6_hard_m02_seed0_10k,legacy,legacy-complete,review,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,CartPole-v1,vector,0,10000,5000,10,episode_reward,,,ee2e2e7f7a596bc815007f4842e474e2239688fb7815ad7d9801180b86c21bf7,,,,,,3,53831481,53911093,1,environment steps per recorded action
runs/mpc_teacher/cartpole_mpc_survival_h6_soft_seed0_5k,legacy,legacy-complete,review,False,legacy run has no versioned manifest; run did not record completed lifecycle; missing Git commit; source tree was dirty or dirty state is unknown,,CartPole-v1,vector,0,5000,5000,10,episode_reward,,,5a02285d2353eb808ef700d3352d8260a40f6c2f9571d53ba89ef6259e7eabcd,,,,,,2,35887294,35971434,1,environment steps per recorded action
